# curie_map:
#   nist-csf-2: "https://crosswalker.dev/ontology/nist-csf-2/"
#   nist-800-53: "https://crosswalker.dev/ontology/nist-800-53/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   semapv: "https://w3id.org/semapv/vocab/"
# mapping_set_id: "https://crosswalker.dev/crosswalks/nist-csf-2-to-nist-800-53"
# subject_source: "nist-csf-2"
# object_source: "nist-800-53"
# mapping_provider: "NIST OLIR"
# mapping_date: "2026-05-04"
subject_id	predicate_id	object_id	mapping_justification	confidence
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-11	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-12	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-13	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-16	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-40	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SC-43	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SI-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-02	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:AC-2	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:AC-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:AC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:AU-9	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:AU-13	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:CA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:CP-9	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-11	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-13	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-24	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-32	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-39	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-40	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SC-43	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SI-3	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SI-10	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-10	skos:relatedMatch	nist-800-53:SI-16	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-11	skos:relatedMatch	nist-800-53:CP-6	semapv:ManualMappingCuration	
nist-csf-2:PR.DS-11	skos:relatedMatch	nist-800-53:CP-9	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-1	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-2	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-3	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-4	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-5	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-6	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-7	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-8	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-9	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-10	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-01	skos:relatedMatch	nist-800-53:CM-11	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-02	skos:relatedMatch	nist-800-53:CM-11	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-02	skos:relatedMatch	nist-800-53:MA-3(6)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-02	skos:relatedMatch	nist-800-53:SA-10(1)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-02	skos:relatedMatch	nist-800-53:SI-2	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-02	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:CM-7(9)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:SA-10(3)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:SC-3(1)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:SC-39(1)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:SC-49	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-03	skos:relatedMatch	nist-800-53:SC-51	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-2	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-3	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-6	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-7	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-11	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-04	skos:relatedMatch	nist-800-53:AU-12	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-05	skos:relatedMatch	nist-800-53:CM-7(2)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-05	skos:relatedMatch	nist-800-53:CM-7(4)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-05	skos:relatedMatch	nist-800-53:CM-7(5)	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-05	skos:relatedMatch	nist-800-53:SC-34	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-3	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-10	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-11	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-15	semapv:ManualMappingCuration	
nist-csf-2:PR.PS-06	skos:relatedMatch	nist-800-53:SA-17	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-01	skos:relatedMatch	nist-800-53:AC-3	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-01	skos:relatedMatch	nist-800-53:AC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-01	skos:relatedMatch	nist-800-53:SC-4	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-01	skos:relatedMatch	nist-800-53:SC-5	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-01	skos:relatedMatch	nist-800-53:SC-7	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-9	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-10	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-11	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-12	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-13	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-14	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-15	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-18	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-02	skos:relatedMatch	nist-800-53:PE-23	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:CP	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:IR	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SA-8	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SC-6	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SC-24	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SC-36	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SC-39	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-03	skos:relatedMatch	nist-800-53:SI-13	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-04	skos:relatedMatch	nist-800-53:CP-6	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-04	skos:relatedMatch	nist-800-53:CP-7	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-04	skos:relatedMatch	nist-800-53:CP-8	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-04	skos:relatedMatch	nist-800-53:PM-3	semapv:ManualMappingCuration	
nist-csf-2:PR.IR-04	skos:relatedMatch	nist-800-53:PM-9	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:AC-2	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:AU-12	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:CM-3	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:SC-5	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:SC-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-01	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-02	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-02	skos:relatedMatch	nist-800-53:PE-3	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-02	skos:relatedMatch	nist-800-53:PE-6	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-02	skos:relatedMatch	nist-800-53:PE-20	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:AC-2	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:AU-12	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:AU-13	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:CM-10	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-03	skos:relatedMatch	nist-800-53:CM-11	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-06	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-06	skos:relatedMatch	nist-800-53:PS-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-06	skos:relatedMatch	nist-800-53:SA-4	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-06	skos:relatedMatch	nist-800-53:SA-9	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-06	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:AC-4	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:AC-9	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:AU-12	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:CM-3	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:CM-6	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:CM-10	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:CM-11	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:SC-34	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:SC-35	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:DE.CM-09	skos:relatedMatch	nist-800-53:SI-7	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-02	skos:relatedMatch	nist-800-53:AU-6	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-02	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-02	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:AU-6	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:CA-7	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:IR-5	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-03	skos:relatedMatch	nist-800-53:SI-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-04	skos:relatedMatch	nist-800-53:PM-9	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-04	skos:relatedMatch	nist-800-53:PM-11	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-04	skos:relatedMatch	nist-800-53:PM-18	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-04	skos:relatedMatch	nist-800-53:PM-28	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-04	skos:relatedMatch	nist-800-53:PM-30	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-06	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-06	skos:relatedMatch	nist-800-53:PM-15	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-06	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-06	skos:relatedMatch	nist-800-53:RA-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-06	skos:relatedMatch	nist-800-53:RA-10	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-07	skos:relatedMatch	nist-800-53:PM-16	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-07	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-07	skos:relatedMatch	nist-800-53:RA-10	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-08	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:DE.AE-08	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.MA	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MA	skos:relatedMatch	nist-800-53:IR-7	semapv:ManualMappingCuration	
nist-csf-2:RS.MA	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.MA	skos:relatedMatch	nist-800-53:IR-9	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-01	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-01	skos:relatedMatch	nist-800-53:IR-7	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-01	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-01	skos:relatedMatch	nist-800-53:SR-3	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-01	skos:relatedMatch	nist-800-53:SR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-02	skos:relatedMatch	nist-800-53:IR-5	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-02	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-03	skos:relatedMatch	nist-800-53:IR-5	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-03	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-04	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-04	skos:relatedMatch	nist-800-53:IR-5	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-04	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-04	skos:relatedMatch	nist-800-53:IR-7	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-05	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MA-05	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-03	skos:relatedMatch	nist-800-53:AU-7	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-06	skos:relatedMatch	nist-800-53:AU-7	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-06	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-06	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-07	skos:relatedMatch	nist-800-53:AU-7	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-07	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-07	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-08	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-08	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-08	skos:relatedMatch	nist-800-53:RA-3	semapv:ManualMappingCuration	
nist-csf-2:RS.AN-08	skos:relatedMatch	nist-800-53:RA-7	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-02	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-02	skos:relatedMatch	nist-800-53:IR-7	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-02	skos:relatedMatch	nist-800-53:SR-3	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-02	skos:relatedMatch	nist-800-53:SR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-03	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-03	skos:relatedMatch	nist-800-53:IR-7	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-03	skos:relatedMatch	nist-800-53:SR-3	semapv:ManualMappingCuration	
nist-csf-2:RS.CO-03	skos:relatedMatch	nist-800-53:SR-8	semapv:ManualMappingCuration	
nist-csf-2:RS.MI-01	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RS.MI-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP	skos:relatedMatch	nist-800-53:CP-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP	skos:relatedMatch	nist-800-53:CP-10	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-01	skos:relatedMatch	nist-800-53:CP-10	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-01	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-01	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-02	skos:relatedMatch	nist-800-53:CP-10	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-02	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-02	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-03	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-03	skos:relatedMatch	nist-800-53:CP-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-03	skos:relatedMatch	nist-800-53:CP-9	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-04	skos:relatedMatch	nist-800-53:PM-8	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-04	skos:relatedMatch	nist-800-53:PM-9	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-04	skos:relatedMatch	nist-800-53:PM-11	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-04	skos:relatedMatch	nist-800-53:IR-1	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-04	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-05	skos:relatedMatch	nist-800-53:CP-10	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-06	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RC.RP-06	skos:relatedMatch	nist-800-53:IR-8	semapv:ManualMappingCuration	
nist-csf-2:RC.CO-03	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
nist-csf-2:RC.CO-03	skos:relatedMatch	nist-800-53:IR-6	semapv:ManualMappingCuration	
nist-csf-2:RC.CO-03	skos:relatedMatch	nist-800-53:SR-8	semapv:ManualMappingCuration	
nist-csf-2:RC.CO-04	skos:relatedMatch	nist-800-53:CP-2	semapv:ManualMappingCuration	
nist-csf-2:RC.CO-04	skos:relatedMatch	nist-800-53:IR-4	semapv:ManualMappingCuration	
